domain,topic_slug,topic_title,learning_unit_id,learning_unit_title,objective,track,depth,prerequisites,resource_role,provider,resource_title,resource_type,url,exactness,boundary_type,start_timestamp,end_timestamp,video_duration,section_start,section_end,estimated_minutes,estimate_confidence,verification_status,concepts_covered,practice_type,practice_quantity,practice_destination,practice_url,practice_minutes,project,revision_summary
Mathematics for ML,math-derivatives,Derivatives intuition,math-derivatives-lesson,Derivatives intuition,Read a derivative as instantaneous rate of change; compute simple power/rule derivatives,CORE,MECHANICS,math-functions,PRIMARY,Khan Academy,Derivatives definition and basic rules,documentation,https://tutorial.math.lamar.edu/Classes/CalcI/DefnOfDerivative.aspx,EXACT,FULL_SINGLE_PAGE,,,25,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,25,MEDIUM,VERIFIED_COVERAGE,rate-of-change;limit-definition;power-rule,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Mathematics for ML,math-partial-derivatives,Partial derivatives,math-partial-derivatives-lesson,Partial derivatives,Differentiate multi-variable functions one variable at a time — the seed of gradients,CORE,MECHANICS,math-derivatives,PRIMARY,Khan Academy,Partial derivatives,documentation,https://tutorial.math.lamar.edu/Classes/CalcIII/PartialDerivatives.aspx,EXACT,FULL_SINGLE_PAGE,,,25,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,25,MEDIUM,VERIFIED_COVERAGE,multivariable-function;partial-derivative-def;gradient-vector,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Mathematics for ML,math-conditional-probability,Conditional probability,math-conditional-probability-lesson,Conditional probability,Compute P(A|B) and reason about updated beliefs given evidence,CORE,MECHANICS,math-probability,PRIMARY,Khan Academy,Conditional probability & independence,documentation,https://www.khanacademy.org/math/statistics-probability/probability-library/conditional-probability-independence/a/conditional-probability-and-independence,EXACT,FULL_SINGLE_PAGE,,,20,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,20,MEDIUM,NEEDS_REVIEW,,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Mathematics for ML,math-bayes-theorem,Bayes theorem,math-bayes-theorem-lesson,Bayes theorem,Apply Bayes' rule to flip conditioning; connect to Naive Bayes classifiers,CORE,MECHANICS,math-conditional-probability,PRIMARY,Khan Academy,Bayes theorem,documentation,https://onlinestatbook.com/2/probability/bayes.html,EXACT,FULL_SINGLE_PAGE,,,20,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,20,MEDIUM,VERIFIED_COVERAGE,bayes-formula;flip-conditioning;base-rate-example,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Mathematics for ML,math-expectation-variance,Expectation & variance,math-expectation-variance-lesson,Expectation & variance,Compute expected value and spread; interpret them in loss and evaluation contexts,CORE,MECHANICS,math-probability,PRIMARY,Khan Academy,Expected value & variance,documentation,https://www.khanacademy.org/math/statistics-probability/random-variables-stats-library/expected-value-lib/v/expected-value-of-a-random-variable,EXACT,FULL_SINGLE_PAGE,,,20,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,20,MEDIUM,NEEDS_REVIEW,,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Mathematics for ML,math-dot-product-norms,Dot products & norms,math-dot-product-norms-lesson,Dot products & norms,Similarity via dot product; lengths via L2 norm; cosine intuition,CORE,MECHANICS,math-vectors,PRIMARY,D2L.ai,Linear algebra,documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_appendix-mathematics-for-deep-learning/geometry-linear-algebraic-ops.md,EXACT,ARTICLE_SECTION,,,20,above; content inspection pending,above; content inspection pending,20,MEDIUM,VERIFIED_COVERAGE,dot-product;norm-length,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Mathematics for ML,math-chain-rule,Chain rule,math-chain-rule-lesson,Chain rule,Compose derivatives through nested functions — backprop's engine,CORE,MECHANICS,math-derivatives,PRIMARY,D2L.ai,Multivariable calculus,documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_appendix-mathematics-for-deep-learning/multivariable-calculus.md,EXACT,ARTICLE_SECTION,,,20,above; content inspection pending,above; content inspection pending,20,MEDIUM,VERIFIED_COVERAGE,compose-derivatives;backprop-engine,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Mathematics for ML,math-covariance-correlation,Covariance & correlation,math-covariance-correlation-lesson,Covariance & correlation,Joint spread and normalized dependence between two variables,CORE,MECHANICS,math-expectation-variance,PRIMARY,D2L.ai,Probability & statistics,documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_appendix-mathematics-for-deep-learning/statistics.md,EXACT,ARTICLE_SECTION,,,20,above; content inspection pending,above; content inspection pending,20,MEDIUM,VERIFIED_COVERAGE,correlation-normalized;correlation-direction,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-why-deep-learning,Why deep learning?,dl-why-deep-learning-lesson,Why deep learning?,State the problem handcrafted features could not solve; name what representation learning buys,CORE,AWARENESS,ml-end-to-end-workflow,PRIMARY,D2L.ai,Introduction (Dive into Deep Learning),documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_introduction/index.md,EXACT,FULL_SINGLE_PAGE,,,15,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,15,MEDIUM,VERIFIED_COVERAGE,handcrafted-limits;representation-learning;data-compute-scale,RECALL,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-neuron-intuition,Neuron intuition,dl-neuron-intuition-lesson,Neuron intuition,Weighted sum + nonlinearity as a tiny decision unit; connect back to linear models,CORE,INTUITION,dl-why-deep-learning;ml-logistic-regression,PRIMARY,Vizuara,Lecture 1 - Neural Network from Scratch: Coding Neurons and Layers,youtube,https://www.youtube.com/watch?v=zrKpz9-AZ_E,EXACT,VIDEO_TIMESTAMP,00:00,28:37,33,00:00,28:37,33,HIGH,VERIFIED_COVERAGE,weighted-sum-unit;biological-analogy;linear-model-link,EXPLAIN,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-perceptron,Perceptron,dl-perceptron-lesson,Perceptron,Trace the perceptron learning rule on toy data; state its linear-limitation result,CORE,MECHANICS,dl-neuron-intuition,PRIMARY,Vizuara,Lecture 2 - The beauty of numpy and dot product in coding neurons,youtube,https://www.youtube.com/watch?v=mK_PfqM88OY,EXACT,VIDEO_TIMESTAMP,00:00,40:21,40,00:00,40:21,40,HIGH,VERIFIED_COVERAGE,perceptron-rule;linear-separability,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-activation-functions,Activation functions,dl-activation-functions-lesson,Activation functions,Compare sigmoid/tanh/ReLU families; explain why nonlinearity is non-negotiable,CORE,MECHANICS,dl-neuron-intuition,PRIMARY,Vizuara,Lecture 6 - Coding Neural Network Activation Functions from scratch,youtube,https://www.youtube.com/watch?v=SP372QpruDg,EXACT,VIDEO_TIMESTAMP,00:00,43:16,43,00:00,43:16,43,HIGH,VERIFIED_COVERAGE,nonlinearity-required;relu-family;sigmoid-tanh-saturation,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-forward-propagation,Forward propagation,dl-forward-propagation-lesson,Forward propagation,Push shapes and numbers through layer-by-layer; verify output dimension reasoning,CORE,MECHANICS,dl-activation-functions,PRIMARY,D2L.ai,Forward Propagation,documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_multilayer-perceptrons/backprop.md,EXACT,FULL_SINGLE_PAGE,,,25,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,25,MEDIUM,VERIFIED_COVERAGE,layer-by-layer-flow;shape-bookkeeping;output-layer-role,PREDICT_OUTPUT,2,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-loss-functions-nn,Loss functions for networks,dl-loss-functions-nn-lesson,Loss functions for networks,Choose MSE vs cross-entropy deliberately; tie output activation to loss pairing,CORE,MECHANICS,dl-forward-propagation;ml-loss-intuition,PRIMARY,D2L.ai,Loss Function (Linear Regression),documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_linear-regression/linear-regression.md,EXACT,FULL_SINGLE_PAGE,,,20,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,20,MEDIUM,VERIFIED_COVERAGE,mse-regression;crossentropy-classification;pairing-principle,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-backprop-intuition,Backpropagation intuition,dl-backprop-intuition-lesson,Backpropagation intuition,Chain rule backwards through a computational graph on paper for a 2-layer net,CORE,INTUITION,dl-loss-functions-nn;math-partial-derivatives,PRIMARY,D2L.ai,Backpropagation,documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_multilayer-perceptrons/backprop.md,EXACT,FULL_SINGLE_PAGE,,,30,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,30,MEDIUM,VERIFIED_COVERAGE,chain-rule-backward;credit-assignment;two-layer-handwork,EXPLAIN,1,SELF_CHECK,,6,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-computational-graphs,Computational graphs,dl-computational-graphs-lesson,Computational graphs,Represent expressions as graphs; see how autodiff generalizes backprop,CORE,MECHANICS,dl-backprop-intuition,PRIMARY,D2L.ai,Decomposing the Gradient / Computational graph,documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_multilayer-perceptrons/backprop.md,EXACT,FULL_SINGLE_PAGE,,,20,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,20,MEDIUM,VERIFIED_COVERAGE,nodes-as-ops;local-gradients;autodiff-generalizes,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-gradient-descent-nn,Gradient descent in networks,dl-gradient-descent-nn-lesson,Gradient descent in networks,Update weights end-to-end once by hand-scale; connect LR to stability,CORE,MECHANICS,dl-computational-graphs,PRIMARY,D2L.ai,Optimization intro: gradient descent,documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_optimization/gd.md,EXACT,FULL_SINGLE_PAGE,,,20,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,20,MEDIUM,VERIFIED_COVERAGE,end-to-end-update;lr-stability;epoch-loop,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-mlp,Multi-layer perceptrons,dl-mlp-lesson,Multi-layer perceptrons,"Build/train an MLP mentally: hidden widths, depth, parameter counting",CORE,IMPLEMENTATION,dl-gradient-descent-nn,PRIMARY,D2L.ai,Implementing an MLP from scratch,documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_multilayer-perceptrons/mlp-implementation.md,EXACT,FULL_SINGLE_PAGE,,,25,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,25,MEDIUM,VERIFIED_COVERAGE,hidden-width-depth;param-counting;train-from-scratch,IMPLEMENT,1,CODE_SANDBOX,,5,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-vanishing-gradients,Vanishing & exploding gradients,dl-vanishing-gradients-lesson,Vanishing & exploding gradients,Explain saturation and depth amplification; name ReLU/residuals as mitigations,CORE,INTUITION,dl-mlp,PRIMARY,D2L.ai,Numerical Stability and Initialization,documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_multilayer-perceptrons/numerical-stability-and-init.md,EXACT,FULL_SINGLE_PAGE,,,20,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,20,MEDIUM,VERIFIED_COVERAGE,saturation-shrink;explode-instability;mitigations,EXPLAIN,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-initialization,Initialization,dl-initialization-lesson,Initialization,Xavier/He scaling keeps signal variance stable at depth-one pass,CORE,MECHANICS,dl-vanishing-gradients,PRIMARY,D2L.ai,Parameter Initialization,documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_multilayer-perceptrons/numerical-stability-and-init.md,EXACT,FULL_SINGLE_PAGE,,,15,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,15,MEDIUM,VERIFIED_COVERAGE,variance-preservation;xavier-he;not-zero-init,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-normalization,Normalization layers,dl-normalization-lesson,Normalization layers,BatchNorm steadies internal distributions; LayerNorm powers transformers,CORE,MECHANICS,dl-initialization,PRIMARY,D2L.ai,Batch Normalization,documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_convolutional-modern/batch-norm.md,EXACT,FULL_SINGLE_PAGE,,,20,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,20,MEDIUM,VERIFIED_COVERAGE,batchnorm-statistics;train-inference-diff;layernorm-transformers,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-dropout,Dropout,dl-dropout-lesson,Dropout,Random deactivation as cheap ensembling; train vs inference mode distinction,CORE,MECHANICS,dl-mlp,PRIMARY,D2L.ai,Dropout,documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_multilayer-perceptrons/dropout.md,EXACT,FULL_SINGLE_PAGE,,,15,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,15,MEDIUM,VERIFIED_COVERAGE,random-deactivate;ensemble-view;scaling-inference,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-optimizers-sgd,SGD & momentum,dl-optimizers-sgd-lesson,SGD & momentum,Noisy but honest steps; momentum accumulates velocity across flat regions,CORE,MECHANICS,dl-gradient-descent-nn,PRIMARY,D2L.ai,SGD & Momentum,documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_optimization/momentum.md,EXACT,FULL_SINGLE_PAGE,,,20,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,20,MEDIUM,VERIFIED_COVERAGE,sgd-noise;momentum-velocity,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-optimizers-adam,RMSProp & Adam,dl-optimizers-adam-lesson,RMSProp & Adam,Per-parameter adaptive rates; when Adam's defaults win and when SGD generalizes better,CORE,MECHANICS,dl-optimizers-sgd,PRIMARY,D2L.ai,Adam optimizer family,documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_optimization/adam.md,EXACT,FULL_SINGLE_PAGE,,,20,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,20,MEDIUM,VERIFIED_COVERAGE,adaptive-per-param;rmsprop-root;adam-defaults-tradeoff,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-batch-epoch-lr,"Batch size, epochs, learning rate",dl-batch-epoch-lr-lesson,"Batch size, epochs, learning rate",Trade noise/stability/throughput; schedule LR decay deliberately,CORE,MECHANICS,dl-optimizers-adam,PRIMARY,D2L.ai,Learning rate schedules,documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_optimization/lr-scheduler.md,EXACT,FULL_SINGLE_PAGE,,,20,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,20,MEDIUM,VERIFIED_COVERAGE,batch-size-tradeoff;epoch-definition;lr-schedules,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-cnn-foundations,CNN foundations,dl-cnn-foundations-lesson,CNN foundations,Why shared weights beat dense nets on images: locality + translation structure,CORE,INTUITION,dl-batch-epoch-lr;dl-pytorch-training-loop,PRIMARY,D2L.ai,From Fully-Connected to Convolutions,documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_convolutional-neural-networks/why-conv.md,EXACT,FULL_SINGLE_PAGE,,,20,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,20,MEDIUM,VERIFIED_COVERAGE,locality-structure;weight-sharing;dense-inefficient,EXPLAIN,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-convolution-op,Convolution operation,dl-convolution-op-lesson,Convolution operation,Slide kernels over inputs; compute output sizes by hand for small cases,CORE,MECHANICS,dl-cnn-foundations,PRIMARY,D2L.ai,Convolutions for Images,documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_convolutional-neural-networks/conv-layer.md,EXACT,FULL_SINGLE_PAGE,,,25,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,25,MEDIUM,VERIFIED_COVERAGE,kernel-slide;output-size-formula;channels-in-out,PREDICT_OUTPUT,2,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-padding-stride,Padding & stride,dl-padding-stride-lesson,Padding & stride,Control spatial shrinkage; SAME vs VALID reasoning,CORE,MECHANICS,dl-convolution-op,PRIMARY,D2L.ai,Padding and Stride,documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_convolutional-neural-networks/conv-layer.md,EXACT,FULL_SINGLE_PAGE,,,15,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,15,MEDIUM,VERIFIED_COVERAGE,padding-effect;stride-downsample;same-valid,PREDICT_OUTPUT,2,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-pooling,Pooling,dl-pooling-lesson,Pooling,Downsample with max/avg; state what invariance it buys and costs,CORE,MECHANICS,dl-padding-stride,PRIMARY,D2L.ai,Pooling,documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_convolutional-neural-networks/pooling.md,EXACT,FULL_SINGLE_PAGE,,,15,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,15,MEDIUM,VERIFIED_COVERAGE,max-avg-pool;invariance-property;info-loss-cost,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-feature-maps,Feature maps & channels,dl-feature-maps-lesson,Feature maps & channels,Stack conv layers into channel volumes; trace tensor shape end to end,CORE,MECHANICS,dl-pooling,PRIMARY,D2L.ai,LeNet: feature maps & channels in practice,documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_convolutional-neural-networks/lenet.md,EXACT,FULL_SINGLE_PAGE,,,20,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,20,MEDIUM,VERIFIED_COVERAGE,conv-output-volume;lenet-trace,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-rnn-awareness,RNN awareness,dl-rnn-awareness-lesson,RNN awareness,Recurrence shares weights across time; name vanishing-memory failure mode,CORE,AWARENESS,dl-mlp,PRIMARY,D2L.ai,Sequence Models,documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_recurrent-neural-networks/sequence.md,EXACT,FULL_SINGLE_PAGE,,,15,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,15,MEDIUM,VERIFIED_COVERAGE,sequence-dependence;recurrent-state;memory-limitation,RECALL,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-lstm-gru,LSTM & GRU,dl-lstm-gru-lesson,LSTM & GRU,Gates as learned memory controllers; GRU as streamlined LSTM,CORE,MECHANICS,dl-rnn-awareness,PRIMARY,D2L.ai,Long Short-Term Memory (LSTM),documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_recurrent-modern/lstm.md,EXACT,FULL_SINGLE_PAGE,,,25,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,25,MEDIUM,VERIFIED_COVERAGE,gates-control;cell-state-highway;gru-streamlined,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-attention-intuition,Attention intuition,dl-attention-intuition-lesson,Attention intuition,Query-key-value lookup replaces fixed-size bottlenecks; alignment becomes dynamic,CORE,INTUITION,dl-lstm-gru,PRIMARY,Vizuara,Transformers Explained: Attention Simplified!,youtube,https://www.youtube.com/watch?v=CLQJ9M5LZao,EXACT,VIDEO_TIMESTAMP,00:00,43:55,44,00:00,43:55,44,HIGH,VERIFIED_COVERAGE,query-key-value;soft-alignment;fixes-bottleneck,EXPLAIN,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-transformers-foundations,Transformer foundations,dl-transformers-foundations-lesson,Transformer foundations,Self-attention blocks + residuals + norms stack into modern architectures,CORE,MECHANICS,dl-attention-intuition,PRIMARY,Vizuara,Transformers Explained: Build a Transformer End-to-End!,youtube,https://www.youtube.com/watch?v=l0mAJ54xey0,EXACT,VIDEO_TIMESTAMP,00:00,72:35,73,00:00,72:35,73,HIGH,VERIFIED_COVERAGE,self-attention-block;positional-encoding;residual-norm-stack,TRACE,1,SELF_CHECK,,6,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-pytorch-tensors,PyTorch tensors,dl-pytorch-tensors-lesson,PyTorch tensors,Create/reshape/index tensors; dtypes and GPU devices,CORE,MECHANICS,,PRIMARY,PyTorch,Tensors,documentation,https://raw.githubusercontent.com/pytorch/tutorials/main/beginner_source/basics/tensorqs_tutorial.py,EXACT,ARTICLE_SECTION,,,30,above; content inspection pending,above; content inspection pending,30,MEDIUM,VERIFIED_COVERAGE,create-manipulate;dtype-device,TRACE,1,SELF_CHECK,,6,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-pytorch-data,"Datasets, DataLoader & transforms",dl-pytorch-data-lesson,"Datasets, DataLoader & transforms",Package samples; batch/shuffle loaders; compose transforms,CORE,MECHANICS,dl-pytorch-tensors,PRIMARY,PyTorch,Datasets & DataLoaders,documentation,https://raw.githubusercontent.com/pytorch/tutorials/main/beginner_source/basics/data_tutorial.py,EXACT,ARTICLE_SECTION,,,30,above; content inspection pending,above; content inspection pending,30,MEDIUM,VERIFIED_COVERAGE,dataset-dataloader;transform-compose,TRACE,1,SELF_CHECK,,6,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-pytorch-build-model,Building models with nn.Module,dl-pytorch-build-model-lesson,Building models with nn.Module,Layers + forward(); inspect parameters by shape,CORE,MECHANICS,dl-pytorch-data,PRIMARY,PyTorch,Build the Model,documentation,https://raw.githubusercontent.com/pytorch/tutorials/main/beginner_source/basics/buildmodel_tutorial.py,EXACT,ARTICLE_SECTION,,,30,above; content inspection pending,above; content inspection pending,30,MEDIUM,VERIFIED_COVERAGE,nn-module-layer;forward-method,TRACE,1,SELF_CHECK,,6,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-pytorch-autograd,Autograd mechanics,dl-pytorch-autograd-lesson,Autograd mechanics,"requires_grad, backward(), .grad bookkeeping; graph freeing",CORE,MECHANICS,dl-pytorch-build-model,PRIMARY,PyTorch,Automatic Differentiation,documentation,https://raw.githubusercontent.com/pytorch/tutorials/main/beginner_source/basics/autogradqs_tutorial.py,EXACT,ARTICLE_SECTION,,,30,above; content inspection pending,above; content inspection pending,30,MEDIUM,VERIFIED_COVERAGE,requires-grad-backward;grad-bookkeeping,TRACE,1,SELF_CHECK,,6,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-pytorch-training-loop,Full optimization loop,dl-pytorch-training-loop-lesson,Full optimization loop,loss.backward + optimizer.step pattern; train/validate split loop,CORE,MECHANICS,dl-pytorch-autograd;dl-batch-epoch-lr,PRIMARY,PyTorch,Optimize the Model,documentation,https://raw.githubusercontent.com/pytorch/tutorials/main/beginner_source/basics/optimization_tutorial.py,EXACT,ARTICLE_SECTION,,,35,above; content inspection pending,above; content inspection pending,35,MEDIUM,VERIFIED_COVERAGE,optimizer-step-pattern;epoch-validation-loop,TRACE,1,SELF_CHECK,,7,,1d→3d→7d→14d→30d adaptive
Deep Learning,dl-pytorch-save-load,Save & load runs,dl-pytorch-save-load-lesson,Save & load runs,state_dict persistence; resume checkpoints reliably,CORE,MECHANICS,dl-pytorch-training-loop,PRIMARY,PyTorch,Save & Load the Model,documentation,https://raw.githubusercontent.com/pytorch/tutorials/main/beginner_source/basics/saveloadrun_tutorial.py,EXACT,ARTICLE_SECTION,,,20,above; content inspection pending,above; content inspection pending,20,MEDIUM,VERIFIED_COVERAGE,state-dict;checkpoint-resume,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Computer Vision,cv-what-is-an-image,What is an image?,cv-what-is-an-image-lesson,What is an image?,Grids of intensity values; resolution and aspect ratio consequences,CORE,AWARENESS,,PRIMARY,scikit-image,Image representation basics (Python/Numpy tutorial),documentation,https://scikit-image.org/docs/stable/user_guide/numpy_images.html,EXACT,FULL_SINGLE_PAGE,,,15,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,15,MEDIUM,VERIFIED_COVERAGE,image-as-grid;resolution-effects,RECALL,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Computer Vision,cv-pixels-channels,Pixels & channels,cv-pixels-channels-lesson,Pixels & channels,Index pixels; separate H×W×C tensor layout conventions (HWC vs CHW),CORE,MECHANICS,cv-what-is-an-image,PRIMARY,Stanford CS231n,Arrays as pixel grids,documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_computer-vision/kaggle-cifar10.md,EXACT,FULL_SINGLE_PAGE,,,15,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,15,MEDIUM,VERIFIED_COVERAGE,pixel-index,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Computer Vision,cv-color-spaces,RGB & grayscale,cv-color-spaces-lesson,RGB & grayscale,Channel mixing to gray; when color carries signal vs noise,CORE,MECHANICS,cv-pixels-channels,PRIMARY,Stanford CS231n,ConvNet volume structure (RGB channels),documentation,https://cs231n.github.io/convolutional-networks/,EXACT,FULL_SINGLE_PAGE,,,15,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,15,MEDIUM,VERIFIED_COVERAGE,rgb-mixing;grayscale-convert,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Computer Vision,cv-image-tensors,Image tensors,cv-image-tensors-lesson,Image tensors,Batch tensors for networks; normalize ranges and dtype traps,CORE,MECHANICS,cv-color-spaces,PRIMARY,Stanford CS231n,Input volumes as tensors,documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_computer-vision/kaggle-cifar10.md,EXACT,FULL_SINGLE_PAGE,,,20,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,20,MEDIUM,VERIFIED_COVERAGE,batch-dim;dtype-normalize,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Computer Vision,cv-transformations,Image transformations,cv-transformations-lesson,Image transformations,Resize/crop/flip geometrically; interpolation artifacts awareness,CORE,MECHANICS,cv-image-tensors,PRIMARY,scikit-learn,Image preprocessing,documentation,https://raw.githubusercontent.com/d2l-ai/d2l-en/master/chapter_computer-vision/image-augmentation.md,EXACT,FULL_SINGLE_PAGE,,,20,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,20,MEDIUM,VERIFIED_COVERAGE,resize-interp;crop-flip-geom,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
Computer Vision,cv-normalization-cv,Normalization for vision,cv-normalization-cv-lesson,Normalization for vision,Match pretrained stats (mean/std per channel); avoid silent distribution drift,CORE,MECHANICS,cv-transformations,PRIMARY,Stanford CS231n,Preprocessing: normalization,documentation,https://cs231n.github.io/linear-classify/,EXACT,FULL_SINGLE_PAGE,,,15,FULL_SINGLE_PAGE,FULL_SINGLE_PAGE,15,MEDIUM,VERIFIED_COVERAGE,per-channel-stats;pretrained-match,TRACE,1,SELF_CHECK,,5,,1d→3d→7d→14d→30d adaptive
